ROTULO_COLUNA;NOME_CURTO;DESCRICAO_COMPLETA;TIPO_DADO;UNIDADE;ANO_REFERENCIA;FONTE_PRIMARIA;FONTE_SECUNDARIA
MATRICULAS_MEDIO_2022;Matriculas Medio;Matriculas Medio para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_MUNICIPAL_2018;Matriculas Municipal;Matriculas Municipal para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_MUNICIPAL_2019;Matriculas Municipal;Matriculas Municipal para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_MUNICIPAL_2020;Matriculas Municipal;Matriculas Municipal para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_MUNICIPAL_2021;Matriculas Municipal;Matriculas Municipal para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_MUNICIPAL_2022;Matriculas Municipal;Matriculas Municipal para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_MUNICIPAL_2023;Matriculas Municipal;Matriculas Municipal para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_PRE_ESCOLA_2018;Matriculas Pre Escola;Matriculas Pre Escola para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_PRE_ESCOLA_2019;Matriculas Pre Escola;Matriculas Pre Escola para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_PRE_ESCOLA_2020;Matriculas Pre Escola;Matriculas Pre Escola para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_PRE_ESCOLA_2021;Matriculas Pre Escola;Matriculas Pre Escola para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_PRE_ESCOLA_2022;Matriculas Pre Escola;Matriculas Pre Escola para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_PRE_ESCOLA_2023;Matriculas Pre Escola;Matriculas Pre Escola para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_PRIVADA_2018;Matriculas Privada;Matriculas Privada para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_PRIVADA_2019;Matriculas Privada;Matriculas Privada para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_PRIVADA_2020;Matriculas Privada;Matriculas Privada para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_PRIVADA_2021;Matriculas Privada;Matriculas Privada para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_PRIVADA_2022;Matriculas Privada;Matriculas Privada para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_PRIVADA_2023;Matriculas Privada;Matriculas Privada para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MATRICULAS_PROFISSIONAL_2018;Matriculas Profissional;Matriculas Profissional para o município em 2018;INTEGER;unidades;2018;INEP;Censo Escolar
MATRICULAS_PROFISSIONAL_2019;Matriculas Profissional;Matriculas Profissional para o município em 2019;INTEGER;unidades;2019;INEP;Censo Escolar
MATRICULAS_PROFISSIONAL_2020;Matriculas Profissional;Matriculas Profissional para o município em 2020;INTEGER;unidades;2020;INEP;Censo Escolar
MATRICULAS_PROFISSIONAL_2021;Matriculas Profissional;Matriculas Profissional para o município em 2021;INTEGER;unidades;2021;INEP;Censo Escolar
MATRICULAS_PROFISSIONAL_2022;Matriculas Profissional;Matriculas Profissional para o município em 2022;INTEGER;unidades;2022;INEP;Censo Escolar
MATRICULAS_PROFISSIONAL_2023;Matriculas Profissional;Matriculas Profissional para o município em 2023;INTEGER;unidades;2023;INEP;Censo Escolar
MEDICOS_2019;Medicos;Medicos para o município em 2019;INTEGER;unidades;2019;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
MEDICOS_2020;Medicos;Medicos para o município em 2020;INTEGER;unidades;2020;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
MEDICOS_2021;Medicos;Medicos para o município em 2021;INTEGER;unidades;2021;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
MEDICOS_2022;Medicos;Medicos para o município em 2022;INTEGER;unidades;2022;DATASUS;Cadastro Nacional de Estabelecimentos de Saúde
MEI_2019;Mei;Mei para o município em 2019;INTEGER;unidades;2019;Sebrae;Portal do Empreendedor
MEI_2020;Mei;Mei para o município em 2020;INTEGER;unidades;2020;Sebrae;Portal do Empreendedor
MEI_2021;Mei;Mei para o município em 2021;INTEGER;unidades;2021;Sebrae;Portal do Empreendedor
MEI_2022;Mei;Mei para o município em 2022;INTEGER;unidades;2022;Sebrae;Portal do Empreendedor
MEI_2023;Mei;Mei para o município em 2023;INTEGER;unidades;2023;Sebrae;Portal do Empreendedor
MELANCIA_AREA_2019;Melancia Area;Melancia Area para o município em 2019;DECIMAL;hectares;2019;IBGE;Produção Agrícola Municipal
MELANCIA_AREA_2020;Melancia Area;Melancia Area para o município em 2020;DECIMAL;hectares;2020;IBGE;Produção Agrícola Municipal
MELANCIA_AREA_2021;Melancia Area;Melancia Area para o município em 2021;DECIMAL;hectares;2021;IBGE;Produção Agrícola Municipal
MELANCIA_AREA_2022;Melancia Area;Melancia Area para o município em 2022;DECIMAL;hectares;2022;IBGE;Produção Agrícola Municipal
MELANCIA_AREA_2023;Melancia Area;Melancia Area para o município em 2023;DECIMAL;hectares;2023;IBGE;Produção Agrícola Municipal
MELANCIA_PRODUCAO_2019;Melancia Producao;Melancia Producao para o município em 2019;INTEGER;toneladas;2019;IBGE;Produção Agrícola Municipal
MELANCIA_PRODUCAO_2020;Melancia Producao;Melancia Producao para o município em 2020;INTEGER;toneladas;2020;IBGE;Produção Agrícola Municipal
MELANCIA_PRODUCAO_2021;Melancia Producao;Melancia Producao para o município em 2021;INTEGER;toneladas;2021;IBGE;Produção Agrícola Municipal
MELANCIA_PRODUCAO_2022;Melancia Producao;Melancia Producao para o município em 2022;INTEGER;toneladas;2022;IBGE;Produção Agrícola Municipal
MELANCIA_PRODUCAO_2023;Melancia Producao;Melancia Producao para o município em 2023;INTEGER;toneladas;2023;IBGE;Produção Agrícola Municipal
MEL_PRODUCAO_2019;Mel Producao;Mel Producao para o município em 2019;INTEGER;unidades;2019;IBGE;Produção Agrícola Municipal
MEL_PRODUCAO_2020;Mel Producao;Mel Producao para o município em 2020;INTEGER;unidades;2020;IBGE;Produção Agrícola Municipal
MEL_PRODUCAO_2021;Mel Producao;Mel Producao para o município em 2021;INTEGER;unidades;2021;IBGE;Produção Agrícola Municipal
MEL_PRODUCAO_2022;Mel Producao;Mel Producao para o município em 2022;INTEGER;unidades;2022;IBGE;Produção Agrícola Municipal
MEL_PRODUCAO_2023;Mel Producao;Mel Producao para o município em 2023;INTEGER;unidades;2023;IBGE;Produção Agrícola Municipal
META_ANOS_FINAIS_2013;Meta Anos Finais;Meta Anos Finais para o município em 2013;INTEGER;unidades;2013;IBGE;Base de Dados Municipal
META_ANOS_FINAIS_2015;Meta Anos Finais;Meta Anos Finais para o município em 2015;INTEGER;unidades;2015;IBGE;Base de Dados Municipal
META_ANOS_FINAIS_2017;Meta Anos Finais;Meta Anos Finais para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
META_ANOS_FINAIS_2019;Meta Anos Finais;Meta Anos Finais para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
META_ANOS_FINAIS_2021;Meta Anos Finais;Meta Anos Finais para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
META_ANOS_FINAIS_2023;Meta Anos Finais;Meta Anos Finais para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
META_ANOS_INICIAIS_2013;Meta Anos Iniciais;Meta Anos Iniciais para o município em 2013;INTEGER;unidades;2013;IBGE;Base de Dados Municipal
META_ANOS_INICIAIS_2015;Meta Anos Iniciais;Meta Anos Iniciais para o município em 2015;INTEGER;unidades;2015;IBGE;Base de Dados Municipal
META_ANOS_INICIAIS_2017;Meta Anos Iniciais;Meta Anos Iniciais para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
META_ANOS_INICIAIS_2019;Meta Anos Iniciais;Meta Anos Iniciais para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
META_ANOS_INICIAIS_2021;Meta Anos Iniciais;Meta Anos Iniciais para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
META_ANOS_INICIAIS_2023;Meta Anos Iniciais;Meta Anos Iniciais para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
META_MEDIO_2013;Meta Medio;Meta Medio para o município em 2013;INTEGER;unidades;2013;IBGE;Base de Dados Municipal
META_MEDIO_2015;Meta Medio;Meta Medio para o município em 2015;INTEGER;unidades;2015;IBGE;Base de Dados Municipal
META_MEDIO_2017;Meta Medio;Meta Medio para o município em 2017;INTEGER;unidades;2017;IBGE;Base de Dados Municipal
META_MEDIO_2019;Meta Medio;Meta Medio para o município em 2019;INTEGER;unidades;2019;IBGE;Base de Dados Municipal
META_MEDIO_2021;Meta Medio;Meta Medio para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
META_MEDIO_2023;Meta Medio;Meta Medio para o município em 2023;INTEGER;unidades;2023;IBGE;Base de Dados Municipal
MILHO_AREA_2019;Milho Area;Milho Area para o município em 2019;DECIMAL;hectares;2019;IBGE;Produção Agrícola Municipal
MILHO_AREA_2020;Milho Area;Milho Area para o município em 2020;DECIMAL;hectares;2020;IBGE;Produção Agrícola Municipal
MILHO_AREA_2021;Milho Area;Milho Area para o município em 2021;DECIMAL;hectares;2021;IBGE;Produção Agrícola Municipal
MILHO_AREA_2022;Milho Area;Milho Area para o município em 2022;DECIMAL;hectares;2022;IBGE;Produção Agrícola Municipal
MILHO_AREA_2023;Milho Area;Milho Area para o município em 2023;DECIMAL;hectares;2023;IBGE;Produção Agrícola Municipal
MILHO_PRODUCAO_2019;Milho Producao;Milho Producao para o município em 2019;INTEGER;toneladas;2019;IBGE;Produção Agrícola Municipal
MILHO_PRODUCAO_2020;Milho Producao;Milho Producao para o município em 2020;INTEGER;toneladas;2020;IBGE;Produção Agrícola Municipal
MILHO_PRODUCAO_2021;Milho Producao;Milho Producao para o município em 2021;INTEGER;toneladas;2021;IBGE;Produção Agrícola Municipal
MILHO_PRODUCAO_2022;Milho Producao;Milho Producao para o município em 2022;INTEGER;toneladas;2022;IBGE;Produção Agrícola Municipal
MILHO_PRODUCAO_2023;Milho Producao;Milho Producao para o município em 2023;INTEGER;toneladas;2023;IBGE;Produção Agrícola Municipal
MILHO_RENDIMENTO_2019;Milho Rendimento;Milho Rendimento para o município em 2019;DECIMAL;kg/ha;2019;IBGE;Produção Agrícola Municipal
MILHO_RENDIMENTO_2020;Milho Rendimento;Milho Rendimento para o município em 2020;DECIMAL;kg/ha;2020;IBGE;Produção Agrícola Municipal
MILHO_RENDIMENTO_2021;Milho Rendimento;Milho Rendimento para o município em 2021;DECIMAL;kg/ha;2021;IBGE;Produção Agrícola Municipal
MILHO_RENDIMENTO_2022;Milho Rendimento;Milho Rendimento para o município em 2022;DECIMAL;kg/ha;2022;IBGE;Produção Agrícola Municipal
MILHO_RENDIMENTO_2023;Milho Rendimento;Milho Rendimento para o município em 2023;DECIMAL;kg/ha;2023;IBGE;Produção Agrícola Municipal
MORADORES_POR_DOMICILIO_1991;Moradores Por Domicilio;Moradores Por Domicilio para o município em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
MORADORES_POR_DOMICILIO_2000;Moradores Por Domicilio;Moradores Por Domicilio para o município em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
MORADORES_POR_DOMICILIO_2010;Moradores Por Domicilio;Moradores Por Domicilio para o município em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
MORADORES_POR_DOMICILIO_2021;Moradores Por Domicilio;Moradores Por Domicilio para o município em 2021;INTEGER;unidades;2021;IBGE;Base de Dados Municipal
NASCIDOS_VIVOS_2018;Nascidos Vivos;Nascidos Vivos para o município em 2018;INTEGER;unidades;2018;DATASUS;Sistema de Informações sobre Nascidos Vivos
NASCIDOS_VIVOS_2019;Nascidos Vivos;Nascidos Vivos para o município em 2019;INTEGER;unidades;2019;DATASUS;Sistema de Informações sobre Nascidos Vivos
NASCIDOS_VIVOS_2020;Nascidos Vivos;Nascidos Vivos para o município em 2020;INTEGER;unidades;2020;DATASUS;Sistema de Informações sobre Nascidos Vivos
NASCIDOS_VIVOS_2021;Nascidos Vivos;Nascidos Vivos para o município em 2021;INTEGER;unidades;2021;DATASUS;Sistema de Informações sobre Nascidos Vivos
NASCIDOS_VIVOS_FEM_2022;Nascidos Vivos Fem;Nascidos Vivos Fem para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Nascidos Vivos
NASCIDOS_VIVOS_MASC_2022;Nascidos Vivos Masc;Nascidos Vivos Masc para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Nascidos Vivos
OBITOS_0_1_ANO_2022;Obitos 0 1 Ano;Obitos 0 1 Ano para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_10_19_ANOS_2022;Obitos 10 19 Anos;Obitos 10 19 Anos para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_1_4_ANOS_2022;Obitos 1 4 Anos;Obitos 1 4 Anos para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_2018;Obitos;Obitos para o município em 2018;INTEGER;unidades;2018;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_2019;Obitos;Obitos para o município em 2019;INTEGER;unidades;2019;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_2020;Obitos;Obitos para o município em 2020;INTEGER;unidades;2020;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_2021;Obitos;Obitos para o município em 2021;INTEGER;unidades;2021;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_2022;Obitos;Obitos para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_20_39_ANOS_2022;Obitos 20 39 Anos;Obitos 20 39 Anos para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_40_59_ANOS_2022;Obitos 40 59 Anos;Obitos 40 59 Anos para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_5_9_ANOS_2022;Obitos 5 9 Anos;Obitos 5 9 Anos para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OBITOS_60_MAIS_2022;Obitos 60 Mais;Obitos 60 Mais para o município em 2022;INTEGER;unidades;2022;DATASUS;Sistema de Informações sobre Mortalidade
OUTRAS_TRANSFERENCIAS_2019;Outras Transferencias;Outras transferências intergovernamentais recebidas em milhares de reais em 2019;INTEGER;mil R$;2019;STN;FINBRA - Finanças Municipais
OUTRAS_TRANSFERENCIAS_2020;Outras Transferencias;Outras transferências intergovernamentais recebidas em milhares de reais em 2020;INTEGER;mil R$;2020;STN;FINBRA - Finanças Municipais
OUTRAS_TRANSFERENCIAS_2021;Outras Transferencias;Outras transferências intergovernamentais recebidas em milhares de reais em 2021;INTEGER;mil R$;2021;STN;FINBRA - Finanças Municipais
OUTRAS_TRANSFERENCIAS_2022;Outras Transferencias;Outras transferências intergovernamentais recebidas em milhares de reais em 2022;INTEGER;mil R$;2022;STN;FINBRA - Finanças Municipais
OUTRAS_TRANSFERENCIAS_2023;Outras Transferencias;Outras transferências intergovernamentais recebidas em milhares de reais em 2023;INTEGER;mil R$;2023;STN;FINBRA - Finanças Municipais
OVINOS_2019;Ovinos;Número de cabeças de ovinos no efetivo do rebanho em 2019;INTEGER;cabeças;2019;IBGE;Pesquisa da Pecuária Municipal
OVINOS_2020;Ovinos;Número de cabeças de ovinos no efetivo do rebanho em 2020;INTEGER;cabeças;2020;IBGE;Pesquisa da Pecuária Municipal
OVINOS_2021;Ovinos;Número de cabeças de ovinos no efetivo do rebanho em 2021;INTEGER;cabeças;2021;IBGE;Pesquisa da Pecuária Municipal
OVINOS_2022;Ovinos;Número de cabeças de ovinos no efetivo do rebanho em 2022;INTEGER;cabeças;2022;IBGE;Pesquisa da Pecuária Municipal
OVINOS_2023;Ovinos;Número de cabeças de ovinos no efetivo do rebanho em 2023;INTEGER;cabeças;2023;IBGE;Pesquisa da Pecuária Municipal
OVOS_PRODUCAO_2019;Ovos Producao;Produção de ovos de galinha em mil dúzias em 2019;INTEGER;mil dúzias;2019;IBGE;Pesquisa da Pecuária Municipal
OVOS_PRODUCAO_2020;Ovos Producao;Produção de ovos de galinha em mil dúzias em 2020;INTEGER;mil dúzias;2020;IBGE;Pesquisa da Pecuária Municipal
OVOS_PRODUCAO_2021;Ovos Producao;Produção de ovos de galinha em mil dúzias em 2021;INTEGER;mil dúzias;2021;IBGE;Pesquisa da Pecuária Municipal
OVOS_PRODUCAO_2022;Ovos Producao;Produção de ovos de galinha em mil dúzias em 2022;INTEGER;mil dúzias;2022;IBGE;Pesquisa da Pecuária Municipal
OVOS_PRODUCAO_2023;Ovos Producao;Produção de ovos de galinha em mil dúzias em 2023;INTEGER;mil dúzias;2023;IBGE;Pesquisa da Pecuária Municipal
PESSOAS_AUXILIO_EMERGENCIAL_2021;Pessoas Auxilio Emergencial;Número de pessoas beneficiadas pelo Auxílio Emergencial em 2021;INTEGER;pessoas;2021;MDS;Cadastro Único
PESSOAS_AUXILIO_EMERGENCIAL_2022;Pessoas Auxilio Emergencial;Número de pessoas beneficiadas pelo Auxílio Emergencial em 2022;INTEGER;pessoas;2022;MDS;Cadastro Único
PIB_2017;Pib;Pib para o município em 2017;DECIMAL;mil R$;2017;IBGE;Produto Interno Bruto dos Municípios
PIB_2018;Pib;Pib para o município em 2018;DECIMAL;mil R$;2018;IBGE;Produto Interno Bruto dos Municípios
PIB_2019;Pib;Pib para o município em 2019;DECIMAL;mil R$;2019;IBGE;Produto Interno Bruto dos Municípios
PIB_2020;Pib;Pib para o município em 2020;DECIMAL;mil R$;2020;IBGE;Produto Interno Bruto dos Municípios
PIB_2021;Pib;Pib para o município em 2021;DECIMAL;mil R$;2021;IBGE;Produto Interno Bruto dos Municípios
PIB_PER_CAPITA_2017;Pib Per Capita;Pib Per Capita para o município em 2017;DECIMAL;R$;2017;IBGE;Produto Interno Bruto dos Municípios
PIB_PER_CAPITA_2018;Pib Per Capita;Pib Per Capita para o município em 2018;DECIMAL;R$;2018;IBGE;Produto Interno Bruto dos Municípios
POPULACAO_FEMININA_1991;Populacao Feminina;População feminina residente em 1991;INTEGER;habitantes;1991;IBGE;Censo Demográfico
POPULACAO_FEMININA_2000;Populacao Feminina;População feminina residente em 2000;INTEGER;habitantes;2000;IBGE;Censo Demográfico
POPULACAO_FEMININA_2010;Populacao Feminina;População feminina residente em 2010;INTEGER;habitantes;2010;IBGE;Censo Demográfico
POPULACAO_FEMININA_2022;Populacao Feminina;População feminina residente em 2022;INTEGER;habitantes;2022;IBGE;Estimativas de População
POPULACAO_MASCULINA_1991;Populacao Masculina;População masculina residente em 1991;INTEGER;habitantes;1991;IBGE;Censo Demográfico
POPULACAO_MASCULINA_2000;Populacao Masculina;População masculina residente em 2000;INTEGER;habitantes;2000;IBGE;Censo Demográfico
POPULACAO_MASCULINA_2010;Populacao Masculina;População masculina residente em 2010;INTEGER;habitantes;2010;IBGE;Censo Demográfico
POPULACAO_MASCULINA_2022;Populacao Masculina;População masculina residente em 2022;INTEGER;habitantes;2022;IBGE;Estimativas de População
POPULACAO_RURAL_1991;Populacao Rural;População residente em área rural em 1991;INTEGER;habitantes;1991;IBGE;Censo Demográfico
POPULACAO_RURAL_2000;Populacao Rural;População residente em área rural em 2000;INTEGER;habitantes;2000;IBGE;Censo Demográfico
POPULACAO_RURAL_2022;Populacao Rural;População residente em área rural em 2022;INTEGER;habitantes;2022;IBGE;Estimativas de População
POPULACAO_URBANA_1991;Populacao Urbana;População residente em área urbana em 1991;INTEGER;habitantes;1991;IBGE;Censo Demográfico
POPULACAO_URBANA_2000;Populacao Urbana;População residente em área urbana em 2000;INTEGER;habitantes;2000;IBGE;Censo Demográfico
POPULACAO_URBANA_2022;Populacao Urbana;População residente em área urbana em 2022;INTEGER;habitantes;2022;IBGE;Estimativas de População
POP_0_14_ANOS_1991;Pop 0 14 Anos;População na faixa etária de 0 a 14 anos em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
POP_0_14_ANOS_2000;Pop 0 14 Anos;População na faixa etária de 0 a 14 anos em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
POP_0_14_ANOS_2010;Pop 0 14 Anos;População na faixa etária de 0 a 14 anos em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
POP_0_14_ANOS_2022;Pop 0 14 Anos;População na faixa etária de 0 a 14 anos em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
POP_15_64_ANOS_1991;Pop 15 64 Anos;População na faixa etária de 15 a 64 anos (idade ativa) em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
POP_15_64_ANOS_2000;Pop 15 64 Anos;População na faixa etária de 15 a 64 anos (idade ativa) em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
POP_15_64_ANOS_2010;Pop 15 64 Anos;População na faixa etária de 15 a 64 anos (idade ativa) em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
POP_15_64_ANOS_2022;Pop 15 64 Anos;População na faixa etária de 15 a 64 anos (idade ativa) em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
POP_65_MAIS_ANOS_1991;Pop 65 Mais Anos;População com idade igual ou superior a 65 anos em 1991;INTEGER;unidades;1991;IBGE;Base de Dados Municipal
POP_65_MAIS_ANOS_2000;Pop 65 Mais Anos;População com idade igual ou superior a 65 anos em 2000;INTEGER;unidades;2000;IBGE;Base de Dados Municipal
POP_65_MAIS_ANOS_2010;Pop 65 Mais Anos;População com idade igual ou superior a 65 anos em 2010;INTEGER;unidades;2010;IBGE;Base de Dados Municipal
POP_65_MAIS_ANOS_2022;Pop 65 Mais Anos;População com idade igual ou superior a 65 anos em 2022;INTEGER;unidades;2022;IBGE;Base de Dados Municipal
POSTOS_BANCARIAS_2024;Postos Bancarias;Número de postos de atendimento bancário em 2024;INTEGER;unidades;2024;BACEN;Estatísticas Bancárias por Município
QUEIMADAS_2014;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2014;INTEGER;focos;2014;INPE;Programa Queimadas
QUEIMADAS_2015;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2015;INTEGER;focos;2015;INPE;Programa Queimadas
QUEIMADAS_2016;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2016;INTEGER;focos;2016;INPE;Programa Queimadas
QUEIMADAS_2017;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2017;INTEGER;focos;2017;INPE;Programa Queimadas
QUEIMADAS_2018;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2018;INTEGER;focos;2018;INPE;Programa Queimadas
QUEIMADAS_2019;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2019;INTEGER;focos;2019;INPE;Programa Queimadas
QUEIMADAS_2020;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2020;INTEGER;focos;2020;INPE;Programa Queimadas
QUEIMADAS_2021;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2021;INTEGER;focos;2021;INPE;Programa Queimadas
QUEIMADAS_2022;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2022;INTEGER;focos;2022;INPE;Programa Queimadas
QUEIMADAS_2023;Queimadas;Número de focos de calor detectados por satélite no território municipal em 2023;INTEGER;focos;2023;INPE;Programa Queimadas
RAZAO_DEPENDENCIA_1991;Razao Dependencia;Razão entre população dependente (0-14 e 65+) e população em idade ativa (15-64) em 1991;DECIMAL;unidades;1991;IBGE;Base de Dados Municipal
RAZAO_DEPENDENCIA_2000;Razao Dependencia;Razão entre população dependente (0-14 e 65+) e população em idade ativa (15-64) em 2000;DECIMAL;unidades;2000;IBGE;Base de Dados Municipal
RAZAO_DEPENDENCIA_2022;Razao Dependencia;Razão entre população dependente (0-14 e 65+) e população em idade ativa (15-64) em 2022;DECIMAL;unidades;2022;IBGE;Base de Dados Municipal
RECICLAGEM_2022;Reciclagem;Indicador de existência de programa de reciclagem de resíduos sólidos no município em 2022;TEXT;unidades;2022;SNIS;Base de Dados Municipal
RELEVO_PREDOMINANTE;Relevo Predominante;Tipo de relevo predominante no território municipal;TEXT;texto;2023;IBGE;Base de Dados Municipal
RENDA_10_MAIS_RICOS_1991;Renda 10 Mais Ricos;Percentual da renda total apropriada pelos 10% mais ricos em 1991;DECIMAL;mil R$;1991;IBGE;Base de Dados Municipal
RENDA_10_MAIS_RICOS_2000;Renda 10 Mais Ricos;Percentual da renda total apropriada pelos 10% mais ricos em 2000;DECIMAL;mil R$;2000;IBGE;Base de Dados Municipal
RENDA_10_MAIS_RICOS_2010;Renda 10 Mais Ricos;Percentual da renda total apropriada pelos 10% mais ricos em 2010;DECIMAL;mil R$;2010;IBGE;Base de Dados Municipal
RENDA_20_MAIS_POBRES_1991;Renda 20 Mais Pobres;Percentual da renda total apropriada pelos 20% mais pobres em 1991;DECIMAL;mil R$;1991;IBGE;Base de Dados Municipal
RENDA_20_MAIS_POBRES_2000;Renda 20 Mais Pobres;Percentual da renda total apropriada pelos 20% mais pobres em 2000;DECIMAL;mil R$;2000;IBGE;Base de Dados Municipal
RENDA_20_MAIS_POBRES_2010;Renda 20 Mais Pobres;Percentual da renda total apropriada pelos 20% mais pobres em 2010;DECIMAL;mil R$;2010;IBGE;Base de Dados Municipal
RENDA_20_MAIS_RICOS_1991;Renda 20 Mais Ricos;Percentual da renda total apropriada pelos 20% mais ricos em 1991;DECIMAL;mil R$;1991;IBGE;Base de Dados Municipal
RENDA_20_MAIS_RICOS_2000;Renda 20 Mais Ricos;Percentual da renda total apropriada pelos 20% mais ricos em 2000;DECIMAL;mil R$;2000;IBGE;Base de Dados Municipal
RENDA_20_MAIS_RICOS_2010;Renda 20 Mais Ricos;Percentual da renda total apropriada pelos 20% mais ricos em 2010;DECIMAL;mil R$;2010;IBGE;Base de Dados Municipal
RENDA_40_INTERMEDIARIOS_1991;Renda 40 Intermediarios;Percentual da renda total apropriada pelos 40% intermediários em 1991;DECIMAL;mil R$;1991;IBGE;Base de Dados Municipal
RENDA_40_INTERMEDIARIOS_2000;Renda 40 Intermediarios;Percentual da renda total apropriada pelos 40% intermediários em 2000;DECIMAL;mil R$;2000;IBGE;Base de Dados Municipal
RENDA_40_INTERMEDIARIOS_2010;Renda 40 Intermediarios;Percentual da renda total apropriada pelos 40% intermediários em 2010;DECIMAL;mil R$;2010;IBGE;Base de Dados Municipal
SALDO_BALANCA_2019;Saldo Balanca;Saldo da balança comercial municipal (exportações - importações) em milhares de USD em 2019;INTEGER;unidades;2019;IBGE;RAIS/CAGED
SALDO_BALANCA_2020;Saldo Balanca;Saldo da balança comercial municipal (exportações - importações) em milhares de USD em 2020;INTEGER;unidades;2020;IBGE;RAIS/CAGED
SALDO_BALANCA_2021;Saldo Balanca;Saldo da balança comercial municipal (exportações - importações) em milhares de USD em 2021;INTEGER;unidades;2021;IBGE;RAIS/CAGED
SALDO_BALANCA_2022;Saldo Balanca;Saldo da balança comercial municipal (exportações - importações) em milhares de USD em 2022;INTEGER;unidades;2022;IBGE;RAIS/CAGED
